datatype: torch.float16 ; i: 0
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
       at::native::xpu::AssertAsyncKernelFunctor1<bool>         0.00%       0.000us         0.00%       0.000us       0.000us       6.400us         0.02%       6.400us       3.200us             2  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       6.240us         0.02%       6.240us       6.240us             1  
at::native::xpu::SegmentScanKernel<at::native::xpu::...         0.00%       0.000us         0.00%       0.000us       0.000us       5.920us         0.01%       5.920us       5.920us             1  
at::native::xpu::AccumulateCarrierKernelFunctor<at::...         0.00%       0.000us         0.00%       0.000us       0.000us       5.280us         0.01%       5.280us       5.280us             1  
at::native::xpu::UnrolledElementwiseKernel<at::nativ...         0.00%       0.000us         0.00%       0.000us       0.000us       4.960us         0.01%       4.960us       4.960us             1  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       4.800us         0.01%       4.800us       4.800us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       4.640us         0.01%       4.640us       4.640us             1  
                                               aten::le         0.03%      21.788us         0.08%      58.973us      58.973us       4.480us         0.01%       4.480us       4.480us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       4.480us         0.01%       4.480us       4.480us             1  
                                    aten::scalar_tensor         0.01%       3.783us         0.06%      41.703us      41.703us       0.000us         0.00%       4.160us       4.160us             1  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       4.160us         0.01%       4.160us       4.160us             1  
at::native::xpu::UnrolledElementwiseKernel<at::nativ...         0.00%       0.000us         0.00%       0.000us       0.000us       4.000us         0.01%       4.000us       4.000us             1  
                                             aten::rsub         0.01%       4.622us         0.06%      45.773us      45.773us       0.000us         0.00%       4.000us       4.000us             1  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       4.000us         0.01%       4.000us       4.000us             1  
                                         aten::new_ones         0.01%       5.139us         0.06%      43.518us      43.518us       0.000us         0.00%       3.840us       3.840us             1  
at::native::xpu::ElementwiseKernelWithIndexFunctor<i...         0.00%       0.000us         0.00%       0.000us       0.000us       3.680us         0.01%       3.680us       3.680us             1  
                                             aten::ones         0.01%       5.590us         0.08%      55.960us      55.960us       0.000us         0.00%       3.520us       3.520us             1  
                                               aten::ge         0.02%      12.820us         0.05%      33.364us      33.364us       2.560us         0.01%       2.560us       2.560us             1  
                 Memcpy M2D (MEMORY(Unknown) -> DEVICE)         0.00%       0.000us         0.00%       0.000us       0.000us       1.040us         0.00%       1.040us       0.520us             2  
                                            aten::empty         0.52%     373.117us         0.52%     373.117us       1.008us       0.000us         0.00%       0.000us       0.000us           370  
                                    aten::empty_strided         0.38%     272.060us         0.38%     272.060us       1.163us       0.000us         0.00%       0.000us       0.000us           234  
                                     urEnqueueUSMMemcpy         1.00%     722.831us         1.16%     836.672us     104.584us       0.000us         0.00%       0.000us       0.000us             8  
                                zeMemGetAllocProperties         0.36%     262.419us         0.36%     262.419us       0.109us       0.000us         0.00%       0.000us       0.000us          2408  
                                       zeEventHostReset         0.48%     344.580us         0.48%     344.580us       0.245us       0.000us         0.00%       0.000us       0.000us          1404  
                          zeCommandListAppendMemoryCopy         0.14%     101.362us         0.14%     101.362us      12.670us       0.000us         0.00%       0.000us       0.000us             8  
                                 zeEventHostSynchronize         0.13%      94.756us         0.13%      94.756us      11.845us       0.000us         0.00%       0.000us       0.000us             8  
                                       aten::lift_fresh         0.01%       8.660us         0.01%       8.660us       0.131us       0.000us         0.00%       0.000us       0.000us            66  
                                          aten::detach_         0.06%      42.649us         0.11%      79.708us       1.208us       0.000us         0.00%       0.000us       0.000us            66  
                                                detach_         0.05%      37.059us         0.05%      37.059us       0.562us       0.000us         0.00%       0.000us       0.000us            66  
                                           aten::select         0.04%      29.284us         0.05%      34.899us       8.725us       0.000us         0.00%       0.000us       0.000us             4  
                                       aten::as_strided         0.47%     339.032us         0.47%     339.032us       0.528us       0.000us         0.00%       0.000us       0.000us           642  
                                           aten::detach         0.00%       1.236us         0.01%       7.109us       7.109us       0.000us         0.00%       0.000us       0.000us             1  
                                                 detach         0.01%       5.873us         0.01%       5.873us       5.873us       0.000us         0.00%       0.000us       0.000us             1  
                       urEnqueueKernelLaunchWithArgsExp        47.28%      34.154ms        55.16%      39.848ms      28.545us       0.000us         0.00%       0.000us       0.000us          1396  
                               zeKernelSetArgumentValue         1.73%       1.248ms         1.73%       1.248ms       0.128us       0.000us         0.00%       0.000us       0.000us          9753  
                                   zeKernelSetGroupSize         0.09%      65.224us         0.09%      65.224us       0.047us       0.000us         0.00%       0.000us       0.000us          1396  
                        zeCommandListAppendLaunchKernel         5.60%       4.043ms         5.60%       4.043ms       2.896us       0.000us         0.00%       0.000us       0.000us          1396  
                                        aten::unsqueeze         0.21%     154.272us         0.27%     194.981us       1.444us       0.000us         0.00%       0.000us       0.000us           135  
                                             aten::view         0.52%     375.756us         0.52%     375.756us       0.882us       0.000us         0.00%       0.000us       0.000us           426  
                                  zeKernelGetProperties         0.03%      25.168us         0.03%      25.168us       0.307us       0.000us         0.00%       0.000us       0.000us            82  
                                       aten::empty_like         0.05%      38.072us         0.11%      79.857us       2.158us       0.000us         0.00%       0.000us       0.000us            37  
                                            aten::slice         0.36%     259.628us         0.44%     317.390us       2.386us       0.000us         0.00%       0.000us       0.000us           133  
                                          aten::reshape         0.20%     147.054us         0.50%     362.652us       1.395us       0.000us         0.00%       0.000us       0.000us           260  
                                          aten::resize_         0.09%      63.228us         0.09%      63.228us       0.274us       0.000us         0.00%       0.000us       0.000us           231  
                                            aten::alias         0.01%       5.475us         0.01%       5.475us       5.475us       0.000us         0.00%       0.000us       0.000us             1  
                                           aten::expand         0.02%      12.250us         0.02%      13.362us       3.341us       0.000us         0.00%       0.000us       0.000us             4  
                                     aten::_unsafe_view         0.23%     163.632us         0.23%     163.632us       0.724us       0.000us         0.00%       0.000us       0.000us           226  
                                        aten::transpose         0.45%     328.595us         0.77%     557.485us       1.575us       0.000us         0.00%       0.000us       0.000us           354  
                                      aten::result_type         0.04%      28.598us         0.04%      28.598us       0.440us       0.000us         0.00%       0.000us       0.000us            65  
                                                aten::t         0.51%     370.002us         0.93%     674.794us       2.999us       0.000us         0.00%       0.000us       0.000us           225  
                                     zeEventQueryStatus         0.00%       1.633us         0.00%       1.633us       1.633us       0.000us         0.00%       0.000us       0.000us             1  
                                        aten::new_empty         0.00%       1.315us         0.00%       2.297us       2.297us       0.000us         0.00%       0.000us       0.000us             1  
                                          aten::view_as         0.00%       1.511us         0.00%       2.521us       2.521us       0.000us         0.00%       0.000us       0.000us             1  
                                          aten::squeeze         0.01%       6.232us         0.01%       6.818us       6.818us       0.000us         0.00%       0.000us       0.000us             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 72.243ms
Self XPU time total: 41.506ms

